id,cluster_id
ENSG00000150361,0
ENSG00000165659,0
ENSG00000204899,1
ENSG00000136122,0
ENSG00000083520,1
ENSG00000083535,0
ENSG00000102554,0
ENSG00000118922,0
ENSG00000235532,0
ENSG00000136111,0
ENSG00000188243,0
ENSG00000118939,0
ENSG00000261553,0
ENSG00000136153,0
ENSG00000178695,11
ENSG00000102805,0
ENSG00000005812,8
ENSG00000005810,2
ENSG00000236051,0
ENSG00000229521,0
ENSG00000139737,3
ENSG00000136160,6
ENSG00000234377,6
ENSG00000152193,1
ENSG00000139746,0
ENSG00000252496,0
ENSG00000227354,0
ENSG00000102471,1
ENSG00000136158,0
ENSG00000214182,0
ENSG00000178235,0
ENSG00000228824,0
ENSG00000272515,0
ENSG00000165300,0
ENSG00000215417,0
ENSG00000179399,6
ENSG00000232885,6
ENSG00000183098,0
ENSG00000080166,0
ENSG00000088451,0
ENSG00000152749,1
ENSG00000125285,6
ENSG00000227640,6
ENSG00000125257,11
ENSG00000134873,6
ENSG00000134874,0
ENSG00000247400,0
ENSG00000102580,8
ENSG00000102595,0
ENSG00000185352,0
ENSG00000242614,0
ENSG00000233273,0
ENSG00000165621,0
ENSG00000139793,9
ENSG00000202290,0
ENSG00000125249,1
ENSG00000065150,2
ENSG00000152767,0
ENSG00000269189,0
ENSG00000102572,4
ENSG00000088387,9
ENSG00000229918,0
ENSG00000231981,0
ENSG00000134882,0
ENSG00000125245,0
ENSG00000169508,0
ENSG00000228808,0
ENSG00000125304,1
ENSG00000125246,6
ENSG00000139800,6
ENSG00000043355,6
ENSG00000175198,1
ENSG00000234650,0
ENSG00000134864,0
ENSG00000125247,3
ENSG00000233009,0
ENSG00000102452,1
ENSG00000198542,0
ENSG00000272349,0
ENSG00000102466,2
ENSG00000215399,0
ENSG00000265164,0
ENSG00000229975,0
ENSG00000201690,0
ENSG00000264482,0
ENSG00000236860,0
ENSG00000243319,0
ENSG00000234445,0
ENSG00000272143,0
ENSG00000270581,0
ENSG00000134900,1
ENSG00000139780,0
ENSG00000175820,0
ENSG00000231633,0
ENSG00000151287,0
ENSG00000134901,0
ENSG00000134897,0
ENSG00000134899,0
ENSG00000250878,0
ENSG00000272542,0
ENSG00000226620,0
ENSG00000233532,2
ENSG00000125266,0
ENSG00000134884,1
ENSG00000204442,2
ENSG00000221650,0
ENSG00000221473,0
ENSG00000227248,0
ENSG00000174405,1
ENSG00000139826,1
ENSG00000102524,0
ENSG00000041515,0
ENSG00000185950,0
ENSG00000187498,0
ENSG00000134871,0
ENSG00000213995,0
ENSG00000134905,0
ENSG00000153487,0
ENSG00000088448,0
ENSG00000229152,0
ENSG00000102606,0
ENSG00000233644,0
ENSG00000153495,0
ENSG00000182968,0
ENSG00000229520,0
ENSG00000224243,0
ENSG00000126216,0
ENSG00000068650,3
ENSG00000126217,0
ENSG00000057593,0
ENSG00000126218,0
ENSG00000126226,0
ENSG00000139842,0
ENSG00000185896,3
ENSG00000139835,0
ENSG00000153531,0
ENSG00000150401,0
ENSG00000233613,0
ENSG00000202347,0
ENSG00000150403,0
ENSG00000198176,0
ENSG00000183087,0
ENSG00000272695,0
ENSG00000185989,0
ENSG00000130177,0
ENSG00000169062,0
ENSG00000198824,0
ENSG00000225210,0
ENSG00000244306,0
ENSG00000136319,0
ENSG00000258768,0
ENSG00000100814,0
ENSG00000222489,0
ENSG00000259001,0
ENSG00000129484,0
ENSG00000129566,0
ENSG00000092094,0
ENSG00000258515,0
ENSG00000100823,0
ENSG00000165782,0
ENSG00000198805,0
ENSG00000129538,3
ENSG00000165792,0
ENSG00000165795,6
ENSG00000165801,0
ENSG00000165804,0
ENSG00000258441,0
ENSG00000092199,1
ENSG00000092201,4
ENSG00000100888,0
ENSG00000129472,1
ENSG00000092203,1
ENSG00000165819,0
ENSG00000165821,0
ENSG00000129562,0
ENSG00000100439,0
ENSG00000155463,0
ENSG00000155465,0
ENSG00000172590,0
ENSG00000157227,0
ENSG00000197324,6
ENSG00000100461,4
ENSG00000100462,0
ENSG00000092036,0
ENSG00000129474,0
ENSG00000100802,0
ENSG00000100804,4
ENSG00000139880,0
ENSG00000100813,0
ENSG00000179933,1
ENSG00000092068,7
ENSG00000215277,0
ENSG00000215271,0
ENSG00000270433,0
ENSG00000235194,0
ENSG00000129473,0
ENSG00000100836,0
ENSG00000268702,0
ENSG00000092096,7
ENSG00000100842,3
ENSG00000166091,3
ENSG00000092054,0
ENSG00000129460,0
ENSG00000157306,0
ENSG00000136367,1
ENSG00000259431,0
ENSG00000213983,0
ENSG00000092051,0
ENSG00000215256,0
ENSG00000157326,0
ENSG00000187630,0
ENSG00000186648,0
ENSG00000100884,0
ENSG00000129535,0
ENSG00000100889,0
ENSG00000100897,0
ENSG00000092010,0
ENSG00000100908,4
ENSG00000100911,0
ENSG00000092098,0
ENSG00000213928,0
ENSG00000100918,0
ENSG00000196497,0
ENSG00000100926,0
ENSG00000139908,0
ENSG00000254505,0
ENSG00000260669,0
ENSG00000213920,0
ENSG00000129559,1
ENSG00000100938,4
ENSG00000092330,0
ENSG00000092295,0
ENSG00000100949,7
ENSG00000157379,0
ENSG00000196943,0
ENSG00000213903,0
ENSG00000129467,0
ENSG00000100968,0
ENSG00000205978,0
ENSG00000139899,0
ENSG00000100441,0
ENSG00000100445,0
ENSG00000168952,0
ENSG00000257986,0
ENSG00000139910,2
ENSG00000262119,0
ENSG00000257126,0
ENSG00000176165,0
ENSG00000186960,0
ENSG00000257056,0
ENSG00000257522,0
ENSG00000184304,0
ENSG00000092140,0
ENSG00000092108,1
ENSG00000258648,0
ENSG00000100473,0
ENSG00000196792,1
ENSG00000258968,0
ENSG00000100478,1
ENSG00000092148,1
ENSG00000129493,10
ENSG00000203546,0
ENSG00000250365,0
ENSG00000129480,1
ENSG00000151413,0
ENSG00000258655,6
ENSG00000100852,8
ENSG00000151320,1
ENSG00000258580,0
ENSG00000265770,0
ENSG00000151322,6
ENSG00000129521,0
ENSG00000165389,0
ENSG00000129518,1
ENSG00000129515,9
ENSG00000165410,9
ENSG00000198604,10
ENSG00000258704,0
ENSG00000100883,1
ENSG00000151327,9
ENSG00000092020,1
ENSG00000258790,0
ENSG00000100902,0
ENSG00000100906,0
ENSG00000168348,0
ENSG00000174373,9
ENSG00000257957,0
ENSG00000100916,2
ENSG00000258342,3
ENSG00000257826,3
ENSG00000257585,3
ENSG00000259104,3
ENSG00000258844,3
ENSG00000151332,0
ENSG00000151338,0
ENSG00000139865,0
ENSG00000259048,0
ENSG00000139874,0
ENSG00000176435,0
ENSG00000259072,3
ENSG00000259070,3
ENSG00000100934,1
ENSG00000092208,1
ENSG00000182400,1
ENSG00000241984,0
ENSG00000100941,0
ENSG00000150527,0
ENSG00000258940,0
ENSG00000165355,1
ENSG00000258526,0
ENSG00000258636,0
ENSG00000165379,0
ENSG00000258536,0
ENSG00000179476,0
ENSG00000179454,1
ENSG00000198718,1
ENSG00000185246,0
ENSG00000100442,1
ENSG00000187790,0
ENSG00000129534,0
ENSG00000139915,0
ENSG00000258392,0
ENSG00000214903,0
ENSG00000213741,0
ENSG00000258486,0
ENSG00000165501,0
ENSG00000165502,0
ENSG00000165506,1
ENSG00000100479,0
ENSG00000197776,0
ENSG00000258400,0
ENSG00000165516,1
ENSG00000165525,1
ENSG00000269832,0
ENSG00000266037,0
ENSG00000265150,0
ENSG00000165527,0
ENSG00000100483,1
ENSG00000100485,9
ENSG00000087299,0
ENSG00000125375,0
ENSG00000259071,0
ENSG00000100490,0
ENSG00000012983,3
ENSG00000259113,0
ENSG00000198513,2
ENSG00000151748,9
ENSG00000100503,0
ENSG00000100504,0
ENSG00000131969,0
ENSG00000100505,0
ENSG00000259055,0
ENSG00000139921,8
ENSG00000139926,0
ENSG00000186469,2
ENSG00000087302,1
ENSG00000087303,0
ENSG00000087301,1
ENSG00000180998,2
ENSG00000197930,1
ENSG00000100519,1
ENSG00000198252,8
ENSG00000100522,1
ENSG00000073712,0
ENSG00000258985,0
ENSG00000100523,0
ENSG00000258731,0
ENSG00000125378,0
ENSG00000100526,0
ENSG00000100528,1
ENSG00000197045,1
ENSG00000100532,0
ENSG00000020577,0
ENSG00000131979,0
ENSG00000198554,0
ENSG00000180008,8
ENSG00000168175,0
ENSG00000131981,6
ENSG00000178974,2
ENSG00000239686,0
ENSG00000258469,0
ENSG00000258455,0
ENSG00000126775,0
ENSG00000259318,0
ENSG00000186615,0
ENSG00000126777,0
ENSG00000139946,0
ENSG00000070269,0
ENSG00000070367,1
ENSG00000053770,1
ENSG00000139977,1
ENSG00000151812,0
ENSG00000259969,0
ENSG00000139971,0
ENSG00000131966,1
ENSG00000100567,1
ENSG00000258682,0
ENSG00000257621,0
ENSG00000180189,0
ENSG00000268466,0
ENSG00000252782,0
ENSG00000032219,1
ENSG00000100575,1
ENSG00000100578,0
ENSG00000258900,0
ENSG00000165617,0
ENSG00000100592,0
ENSG00000181619,0
ENSG00000126790,0
ENSG00000050130,1
ENSG00000151838,0
ENSG00000139970,2
ENSG00000131951,0
ENSG00000126773,1
ENSG00000100612,0
ENSG00000100614,1
ENSG00000100625,0
ENSG00000020426,0
ENSG00000258445,0
ENSG00000258485,0
ENSG00000126814,1
ENSG00000139974,0
ENSG00000027075,0
ENSG00000100644,0
ENSG00000258667,0
ENSG00000023608,0
ENSG00000258882,0
ENSG00000258956,0
ENSG00000139973,2
ENSG00000258903,2
ENSG00000259796,0
ENSG00000186369,0
ENSG00000140015,0
ENSG00000126785,6
ENSG00000154001,2
ENSG00000140006,1
ENSG00000126821,1
ENSG00000054654,0
ENSG00000140009,0
ENSG00000214770,0
ENSG00000100714,0
ENSG00000258824,0
ENSG00000272909,0
ENSG00000089775,0
ENSG00000179841,2
ENSG00000126804,0
ENSG00000259116,0
ENSG00000126803,3
ENSG00000165807,0
ENSG00000126822,3
ENSG00000070182,7
ENSG00000258289,1
ENSG00000176153,0
ENSG00000139998,0
ENSG00000257365,3
ENSG00000125952,0
ENSG00000259118,0
ENSG00000033170,9
ENSG00000180662,0
ENSG00000196553,0
ENSG00000171723,1
ENSG00000258490,0
ENSG00000172717,0
ENSG00000072415,9
ENSG00000100554,1
ENSG00000134001,1
ENSG00000198133,0
ENSG00000054690,3
ENSG00000100564,1
ENSG00000081181,0
ENSG00000100568,1
ENSG00000072042,1
ENSG00000139988,0
ENSG00000072121,0
ENSG00000182185,10
ENSG00000185650,6
ENSG00000072110,0
ENSG00000139990,0
ENSG00000259165,0
ENSG00000081177,0
ENSG00000258520,0
ENSG00000100626,0
ENSG00000100632,1
ENSG00000029364,1
ENSG00000175985,0
ENSG00000255994,0
ENSG00000267909,0
ENSG00000100647,0
ENSG00000100650,0
ENSG00000100652,0
ENSG00000198732,0
ENSG00000242071,0
ENSG00000100678,7
ENSG00000133983,1
ENSG00000213463,0
ENSG00000257759,0
ENSG00000139985,0
ENSG00000259158,0
ENSG00000134007,0
ENSG00000133997,0
ENSG00000258951,0
ENSG00000133985,2
ENSG00000006432,2
ENSG00000259153,2
ENSG00000100731,2
ENSG00000258517,0
ENSG00000269945,0
ENSG00000259146,0
ENSG00000197555,3
ENSG00000259079,0
ENSG00000242330,0
ENSG00000182732,10
ENSG00000257040,0
ENSG00000200298,0
ENSG00000205683,0
ENSG00000119599,0
ENSG00000165861,0
ENSG00000119707,0
ENSG00000080815,3
ENSG00000100767,6
ENSG00000133961,0
ENSG00000187105,0
ENSG00000184227,0
ENSG00000119673,0
ENSG00000177465,0
ENSG00000205669,0
ENSG00000258603,0
ENSG00000119661,1
ENSG00000176903,2
ENSG00000156030,0
ENSG00000140043,0
ENSG00000119725,0
ENSG00000258891,0
ENSG00000156050,0
ENSG00000119723,0
ENSG00000187097,3
ENSG00000119636,0
ENSG00000119711,6
ENSG00000205659,1
ENSG00000119688,0
ENSG00000258559,0
ENSG00000183379,0
ENSG00000119655,10
ENSG00000165898,1
ENSG00000119681,0
ENSG00000119682,0
ENSG00000119616,0
ENSG00000119596,0
ENSG00000259606,0
ENSG00000119608,0
ENSG00000119689,0
ENSG00000198208,0
ENSG00000119718,0
ENSG00000119684,9
ENSG00000119640,0
ENSG00000119703,0
ENSG00000119638,0
ENSG00000170348,8
ENSG00000170345,0
ENSG00000259319,2
ENSG00000140044,0
ENSG00000119686,0
ENSG00000119685,0
ENSG00000133935,0
ENSG00000259103,0
ENSG00000119650,0
ENSG00000119699,3
ENSG00000089916,0
ENSG00000071246,0
ENSG00000258301,0
ENSG00000013523,0
ENSG00000119669,0
ENSG00000198894,1
ENSG00000177108,0
ENSG00000269883,0
ENSG00000165548,5
ENSG00000165553,0
ENSG00000009830,3
ENSG00000100577,0
ENSG00000100580,0
ENSG00000100583,0
ENSG00000165555,0
ENSG00000151445,0
ENSG00000100591,1
ENSG00000100596,9
ENSG00000100601,0
ENSG00000119705,1
ENSG00000100603,0
ENSG00000063761,0
ENSG00000021645,7
ENSG00000258723,0
ENSG00000258478,0
ENSG00000258829,0
ENSG00000258419,0
ENSG00000258662,0
ENSG00000259106,0
ENSG00000258637,0
ENSG00000211448,0
ENSG00000100629,0
ENSG00000165409,0
ENSG00000165417,8
ENSG00000140022,6
ENSG00000071537,1
ENSG00000205562,0
ENSG00000185070,0
ENSG00000258733,0
ENSG00000258859,0
ENSG00000054983,8
ENSG00000259096,0
ENSG00000100433,0
ENSG00000042317,0
ENSG00000070778,0
ENSG00000100722,1
ENSG00000165521,0
ENSG00000165533,0
ENSG00000053254,0
ENSG00000259151,0
ENSG00000258752,0
ENSG00000140025,0
ENSG00000042088,0
ENSG00000152315,0
ENSG00000100764,0
ENSG00000119720,0
ENSG00000198668,2
ENSG00000258424,0
ENSG00000165914,7
ENSG00000259163,0
ENSG00000258716,0
ENSG00000213315,0
ENSG00000100784,0
ENSG00000133943,0
ENSG00000119714,0
ENSG00000015133,0
ENSG00000100796,1
ENSG00000260711,0
ENSG00000165929,0
ENSG00000140092,0
ENSG00000100815,0
ENSG00000261372,0
ENSG00000066427,1
ENSG00000183648,1
ENSG00000165934,8
ENSG00000140090,0
ENSG00000100599,0
ENSG00000100600,0
ENSG00000066455,0
ENSG00000100604,0
ENSG00000100605,0
ENSG00000258730,0
ENSG00000165943,2
ENSG00000153485,0
ENSG00000170270,1
ENSG00000012963,1
ENSG00000011114,0
ENSG00000133958,0
ENSG00000252720,0
ENSG00000175785,3
ENSG00000258584,0
ENSG00000140067,0
ENSG00000100628,0
ENSG00000089723,0
ENSG00000089737,4
ENSG00000165948,0
ENSG00000165949,0
ENSG00000119632,0
ENSG00000119698,0
ENSG00000140093,0
ENSG00000197249,11
ENSG00000100697,9
ENSG00000235706,0
ENSG00000165959,3
ENSG00000229645,3
ENSG00000176438,3
ENSG00000247092,0
ENSG00000252481,0
ENSG00000182512,1
ENSG00000250366,0
ENSG00000227051,0
ENSG00000168398,0
ENSG00000066739,1
ENSG00000100744,1
ENSG00000140057,0
ENSG00000090060,0
ENSG00000258702,0
ENSG00000100749,1
ENSG00000246223,6
ENSG00000232573,0
ENSG00000127152,0
ENSG00000183576,0
ENSG00000090061,0
ENSG00000205476,0
ENSG00000247970,0
ENSG00000182218,0
ENSG00000036530,5
ENSG00000258672,0
ENSG00000066629,0
ENSG00000196405,5
ENSG00000242888,0
ENSG00000168350,0
ENSG00000100811,1
ENSG00000258904,0
ENSG00000197119,0
ENSG00000140105,0
ENSG00000176473,0
ENSG00000183092,5
ENSG00000214548,0
ENSG00000211574,5
ENSG00000254656,0
ENSG00000269375,0
ENSG00000258399,0
ENSG00000251769,0
ENSG00000252873,0
ENSG00000202191,0
ENSG00000251949,0
ENSG00000212384,0
ENSG00000201700,0
ENSG00000201672,0
ENSG00000225746,0
ENSG00000272474,0
ENSG00000200215,0
ENSG00000200367,0
ENSG00000201950,0
ENSG00000199575,0
ENSG00000200823,0
ENSG00000201839,0
ENSG00000201263,0
ENSG00000232018,0
ENSG00000199390,0
ENSG00000201240,0
ENSG00000200279,0
ENSG00000271417,0
ENSG00000200608,0
ENSG00000202270,0
ENSG00000201247,0
ENSG00000199593,0
ENSG00000201557,0
ENSG00000201569,0
ENSG00000199942,0
ENSG00000201036,0
ENSG00000201710,0
ENSG00000202048,0
ENSG00000272344,0
ENSG00000200406,0
ENSG00000200612,0
ENSG00000200413,0
ENSG00000200480,0
ENSG00000201689,0
ENSG00000201318,0
ENSG00000200089,0
ENSG00000222095,0
ENSG00000222185,0
ENSG00000258861,0
ENSG00000223403,0
ENSG00000078304,1
ENSG00000271780,0
ENSG00000197102,4
ENSG00000258959,0
ENSG00000080824,0
ENSG00000140153,3
ENSG00000080823,3
ENSG00000022976,0
ENSG00000100865,4
ENSG00000196663,3
ENSG00000156381,0
ENSG00000089902,0
ENSG00000131323,0
ENSG00000198752,0
ENSG00000185215,0
ENSG00000259775,0
ENSG00000100664,1
ENSG00000075413,0
ENSG00000166165,0
ENSG00000260285,0
ENSG00000166166,0
ENSG00000166170,1
ENSG00000126214,1
ENSG00000256053,0
ENSG00000246451,0
ENSG00000270108,0
ENSG00000269958,10
ENSG00000126215,0
ENSG00000100711,0
ENSG00000088808,0
ENSG00000156411,4
ENSG00000156414,0
ENSG00000066735,0
ENSG00000258986,5
ENSG00000184601,0
ENSG00000256050,0
ENSG00000203485,0
ENSG00000185100,3
ENSG00000184990,0
ENSG00000142208,4
ENSG00000099814,5
ENSG00000166428,0
ENSG00000185567,7
ENSG00000140104,0
ENSG00000170779,0
ENSG00000257556,0
ENSG00000184916,5
ENSG00000183828,4
ENSG00000185024,0
ENSG00000184887,0
ENSG00000179364,3
ENSG00000242085,0
ENSG00000226174,0
ENSG00000251602,0
ENSG00000182979,5
ENSG00000182809,0
ENSG00000213145,0
ENSG00000185347,0
ENSG00000184986,0
ENSG00000258780,0
ENSG00000180229,0
ENSG00000258590,0
ENSG00000260409,0
ENSG00000237161,0
ENSG00000247765,0
ENSG00000153575,0
ENSG00000068793,11
ENSG00000140157,1
ENSG00000170113,1
ENSG00000259344,0
ENSG00000259425,0
ENSG00000187667,0
ENSG00000153666,0
ENSG00000140181,0
ENSG00000179455,3
ENSG00000182636,1
ENSG00000260551,0
ENSG00000260760,0
ENSG00000259905,0
ENSG00000185823,0
ENSG00000128739,0
ENSG00000241061,0
ENSG00000273173,0
ENSG00000224078,0
ENSG00000270704,0
ENSG00000239014,0
ENSG00000271347,0
ENSG00000257647,0
ENSG00000257151,0
ENSG00000270246,0
ENSG00000207063,0
ENSG00000207001,0
ENSG00000207442,0
ENSG00000207133,0
ENSG00000207093,0
ENSG00000206727,0
ENSG00000207197,0
ENSG00000207137,0
ENSG00000206621,0
ENSG00000207174,0
ENSG00000207263,0
ENSG00000206656,0
ENSG00000206688,0
ENSG00000207460,0
ENSG00000261069,0
ENSG00000207375,0
ENSG00000207279,0
ENSG00000252326,0
ENSG00000251815,0
ENSG00000251896,0
ENSG00000207245,0
ENSG00000252277,0
ENSG00000270523,0
ENSG00000212428,0
ENSG00000270814,0
ENSG00000200680,0
ENSG00000200812,0
ENSG00000200726,0
ENSG00000199960,0
ENSG00000201969,0
ENSG00000199833,0
ENSG00000201326,0
ENSG00000199489,0
ENSG00000199704,0
ENSG00000200638,0
ENSG00000272460,0
ENSG00000212380,0
ENSG00000114062,1
ENSG00000261529,0
ENSG00000235731,0
ENSG00000206190,0
ENSG00000166206,2
ENSG00000235518,0
ENSG00000186297,2
ENSG00000182256,0
ENSG00000228740,0
ENSG00000261426,0
ENSG00000259168,0
ENSG00000104044,0
ENSG00000128731,7
ENSG00000206149,0
ENSG00000254398,0
ENSG00000188626,0
ENSG00000248334,0
ENSG00000261377,0
ENSG00000261649,0
ENSG00000270301,0
ENSG00000034053,7
ENSG00000259277,0
ENSG00000104059,0
ENSG00000259299,0
ENSG00000185115,4
ENSG00000259690,0
ENSG00000256802,0
ENSG00000104067,10
ENSG00000259644,0
ENSG00000234664,0
ENSG00000259523,0
ENSG00000166664,0
ENSG00000186399,0
ENSG00000215302,0
ENSG00000270055,0
ENSG00000261794,0
ENSG00000187951,0
ENSG00000259845,0
ENSG00000198690,0
ENSG00000270015,0
ENSG00000166912,10
ENSG00000259448,0
ENSG00000169926,0
ENSG00000169918,0
ENSG00000259358,0
ENSG00000175344,0
ENSG00000223509,0
ENSG00000261064,0
ENSG00000232653,0
ENSG00000262728,0
ENSG00000198826,0
ENSG00000166922,2
ENSG00000241818,0
ENSG00000166923,3
ENSG00000248905,0
ENSG00000259392,0
ENSG00000198838,6
ENSG00000169857,0
ENSG00000184984,0
ENSG00000134153,0
ENSG00000182405,1
ENSG00000134152,0
ENSG00000128463,1
ENSG00000140199,0
ENSG00000182117,1
ENSG00000176454,5
ENSG00000175265,0
ENSG00000259917,0
ENSG00000215252,0
ENSG00000159248,2
ENSG00000250007,0
ENSG00000159251,0
ENSG00000021776,1
ENSG00000198146,1
ENSG00000259336,0
ENSG00000259516,0
ENSG00000134146,0
ENSG00000248079,0
ENSG00000186073,0
ENSG00000134138,6
ENSG00000259225,0
ENSG00000236914,0
ENSG00000166068,0
ENSG00000171262,2
ENSG00000172575,2
ENSG00000259326,0
ENSG00000259345,0
ENSG00000175746,0
ENSG00000137801,0
ENSG00000150667,0
ENSG00000261136,0
ENSG00000166073,2
ENSG00000128829,1
ENSG00000140319,0
ENSG00000248508,0
ENSG00000104081,0
ENSG00000156970,0
ENSG00000137843,0
ENSG00000137841,11
ENSG00000259330,0
ENSG00000188549,3
ENSG00000140323,5
ENSG00000259714,0
ENSG00000261374,0
ENSG00000128944,0
ENSG00000128928,0
ENSG00000140320,0
ENSG00000169105,0
ENSG00000128891,0
ENSG00000166133,0
ENSG00000245849,0
ENSG00000137824,0
ENSG00000137880,0
ENSG00000104129,0
ENSG00000188277,0
ENSG00000166140,0
ENSG00000104140,0
ENSG00000104142,4
ENSG00000128917,0
ENSG00000128965,0
ENSG00000128908,0
ENSG00000187446,4
ENSG00000247556,2
ENSG00000137804,0
ENSG00000137806,4
ENSG00000137815,0
ENSG00000137825,0
ENSG00000062524,0
ENSG00000103932,0
ENSG00000092445,0
ENSG00000174197,9
ENSG00000260814,0
ENSG00000137802,5
ENSG00000243789,0
ENSG00000168970,0
ENSG00000243708,0
ENSG00000137877,0
ENSG00000103966,0
ENSG00000166887,0
ENSG00000103978,9
ENSG00000214013,3
ENSG00000092529,3
ENSG00000258461,0
ENSG00000103994,2
ENSG00000092531,0
ENSG00000180979,0
ENSG00000137814,1
ENSG00000159433,3
ENSG00000140326,0
ENSG00000128881,2
ENSG00000260799,0
ENSG00000159459,1
ENSG00000166947,0
ENSG00000137842,1
ENSG00000166946,1
ENSG00000168806,0
ENSG00000168803,0
ENSG00000140265,0
ENSG00000137822,2
ENSG00000067369,4
ENSG00000166963,7
ENSG00000168781,0
ENSG00000237289,0
ENSG00000242866,0
ENSG00000166762,0
ENSG00000206991,0
ENSG00000249839,0
ENSG00000223572,0
ENSG00000166763,0
ENSG00000205771,0
ENSG00000167004,0
ENSG00000140264,0
ENSG00000184716,0
ENSG00000242028,0
ENSG00000140259,0
ENSG00000092470,0
ENSG00000171877,9
ENSG00000185607,0
ENSG00000224055,0
ENSG00000166734,8
ENSG00000250130,0
ENSG00000259499,0
ENSG00000259595,0
ENSG00000137770,8
ENSG00000179523,0
ENSG00000104131,1
ENSG00000259659,0
ENSG00000104133,0
ENSG00000166710,0
ENSG00000185880,0
ENSG00000140263,0
ENSG00000137857,0
ENSG00000138606,0
ENSG00000259520,0
ENSG00000137860,0
ENSG00000171766,10
ENSG00000171763,0
ENSG00000104154,1
ENSG00000179362,0
ENSG00000104164,1
ENSG00000137767,0
ENSG00000137872,0
ENSG00000213862,0
ENSG00000188467,0
ENSG00000104177,0
ENSG00000259235,0
ENSG00000233932,0
ENSG00000074803,0
ENSG00000128951,1
ENSG00000166147,0
ENSG00000103995,0
ENSG00000185634,3
ENSG00000255302,1
ENSG00000138593,9
ENSG00000166200,1
ENSG00000156958,1
ENSG00000166262,0
ENSG00000104047,0
ENSG00000261597,0
ENSG00000104043,11
ENSG00000140284,0
ENSG00000104064,0
ENSG00000244879,0
ENSG00000259715,0
ENSG00000138592,1
ENSG00000259298,0
ENSG00000092439,0
ENSG00000259684,0
ENSG00000138600,0
ENSG00000081014,8
ENSG00000259378,0
ENSG00000183578,0
ENSG00000186417,3
ENSG00000104093,2
ENSG00000259668,0
ENSG00000104112,0
ENSG00000259241,0
ENSG00000259296,0
ENSG00000140280,1
ENSG00000128872,2
ENSG00000259377,0
ENSG00000138594,0
ENSG00000259556,0
ENSG00000166477,0
ENSG00000069956,1
ENSG00000259327,0
ENSG00000069966,2
ENSG00000259709,0
ENSG00000259577,0
ENSG00000128833,0
ENSG00000197535,2
ENSG00000231169,0
ENSG00000128989,1
ENSG00000260618,0
ENSG00000047346,0
ENSG00000259935,0
ENSG00000137766,0
ENSG00000259619,0
ENSG00000137876,1
ENSG00000069974,0
ENSG00000225973,0
ENSG00000069943,0
ENSG00000260916,0
ENSG00000207964,0
ENSG00000261652,0
ENSG00000256061,0
ENSG00000171016,6
ENSG00000166450,0
ENSG00000069869,0
ENSG00000230183,0
ENSG00000181827,0
ENSG00000261072,0
ENSG00000151575,0
ENSG00000138587,0
ENSG00000137871,9
ENSG00000140262,10
ENSG00000128849,0
ENSG00000255529,8
ENSG00000128918,0
ENSG00000103569,0
ENSG00000166035,0
ENSG00000259250,0
ENSG00000137845,9
ENSG00000270986,0
ENSG00000245975,0
ENSG00000128923,8
ENSG00000137776,0
ENSG00000157450,2
ENSG00000157483,3
ENSG00000157470,2
ENSG00000140307,1
ENSG00000140299,8
ENSG00000259657,0
ENSG00000234797,0
ENSG00000182718,0
ENSG00000128915,9
ENSG00000245534,0
ENSG00000069667,0
ENSG00000259591,0
ENSG00000259481,0
ENSG00000259575,0
ENSG00000129003,1
ENSG00000171914,2
ENSG00000259370,0
ENSG00000140416,0
ENSG00000259498,0
ENSG00000103642,0
ENSG00000185088,0
ENSG00000166128,8
ENSG00000138613,8
ENSG00000074410,0
ENSG00000140455,0
ENSG00000259248,0
ENSG00000197361,0
ENSG00000103657,2
ENSG00000035664,3
ENSG00000166797,8
ENSG00000028528,3
ENSG00000157734,3
ENSG00000166794,0
ENSG00000169118,0
ENSG00000103671,0
ENSG00000180357,0
ENSG00000248415,0
ENSG00000180304,4
ENSG00000166831,0
ENSG00000140451,0
ENSG00000241839,6
ENSG00000166839,0
ENSG00000090487,0
ENSG00000103707,0
ENSG00000186198,0
ENSG00000103710,0
ENSG00000246922,1
ENSG00000259258,0
ENSG00000090470,0
ENSG00000166855,1
ENSG00000138617,0
ENSG00000174498,0
ENSG00000103742,0
ENSG00000074603,1
ENSG00000074696,1
ENSG00000138614,0
ENSG00000074621,0
ENSG00000174485,1
ENSG00000103769,1
ENSG00000261544,0
ENSG00000259924,0
ENSG00000157890,0
ENSG00000166938,0
ENSG00000075131,0
ENSG00000169032,2
ENSG00000261351,0
ENSG00000174446,1
ENSG00000174444,0
ENSG00000174442,1
ENSG00000137834,0
ENSG00000166949,0
ENSG00000259202,0
ENSG00000103591,1
ENSG00000103599,0
ENSG00000259673,0
ENSG00000189227,0
ENSG00000137764,0
ENSG00000259512,0
ENSG00000188779,0
ENSG00000033800,0
ENSG00000129007,0
ENSG00000128973,0
ENSG00000169018,1
ENSG00000261425,0
ENSG00000137809,0
ENSG00000103647,0
ENSG00000140350,3
ENSG00000258484,0
ENSG00000255346,0
ENSG00000138604,1
ENSG00000137819,0
ENSG00000137807,0
ENSG00000137818,0
ENSG00000245750,0
ENSG00000140332,0
ENSG00000137831,0
ENSG00000166173,0
ENSG00000137821,1
ENSG00000129028,0
ENSG00000187720,0
ENSG00000259964,0
ENSG00000259781,0
ENSG00000066933,1
ENSG00000261632,0
ENSG00000166192,0
